Review,Star,Sentiment
I asked for onion rings and you gave me fries every time I come to this Burger King you always goof up my order I'm going to start going to another Burger King,1,Negative
Very poor on service DON'T walk in go through drive through,1,Negative
I have to give it a 5⭐ they have vegan options unlike McDonald's,5,Positive
"Charge u for extra ketchup, sauce etc...didn't give me my extra fries.",1,Negative
Cob web every where homeless asleep floor dirty only good thing is that tables were clean,1,Negative
Fast service. You do have panhandlers outside begging for money.  Be careful.,5,Positive
Customer service and food always excellent,5,Positive
In new Jersey  having breakfast  on broad st. Everything was  nice,4,Positive
Good was disgusting and the restaurant sit down area was ice cold,1,Negative
Customer service sucks food was horrible and stail,1,Negative
Disgusting the food n dining area no stars O,1,Negative
Food was cold. Service was horrible.,1,Negative
The drive through is creepy.  Needs better lighting,3,Negative
"This one by the Lincoln on Conduit is really shabby and poorly mentained.
Avoid the evenings or the late hours.",1,Negative
Food was not cooked properly service was,1,Negative
No frozen coke or any frozen drinks for weeks.machine is not working.,2,Negative
"ANYTHING YOU BUY YOU HAVE TO BUY SAUCE SEPARATE THE ONLY THING THEY GIVE YOU IS ""KETCHUP"" ONE OF THE WORST EXPERIENCE I WILL EVER GO THERE AGAIN...",1,Negative
There is a girl that works there in the morning who is rude and the food is always stail..,1,Negative
same as the rest of the fast food places  fast service and food thats moderate,5,Positive
Single chicken burger without meal is very expensive.,3,Negative
Their were BABY mice running around as my stepmom  and i  ate no stars,1,Negative
Their sandwich deals helps to buy more for less!,5,Positive
Staff don't care waiting for food takes to long,1,Negative
Good hot bugers and chicken sandwish service beautiful with a smile,4,Positive
Customers serve sucks and they never have what you want,3,Negative
The food is  Disgusting would never eat there again,1,Negative
I went to get something to eat and we was on the tables and we see mices all over,1,Negative
This is how I would prefer an adult burger should taste.,5,Positive
just wish they had more staff during the lunch crowd,4,Positive
Staff was very rude when asked questions about their products.,1,Negative
Really one of the worse the burger kings I've ever been to.,2,Negative
Service was faster than usual. clean tables and floors,5,Positive
Dont eat red meat but the processed chicken is cool,1,Negative
Only drive-thru after 9 p.m.,2,Negative
Its a damn shame they call this place Burger KING!More Burger Junk.Junk food is never good for health especially when its from Burger King.,3,Negative
Good food and great customer service 😎 …,5,Positive
"Respectful cashier, management on busy Saturday night.",4,Positive
Service was good. Food was ok,3,Positive
"Good staff, verry polite a  courteus people.",4,Positive
Horrible. They got my order wrong for the third and final time.,1,Negative
Same blah service before & during covid.,2,Negative
Good  fast food. Reasonable price,3,Positive
"Good Ice Cream Cones, and Food always Fresh.",5,Positive
Great value menu for ur money,4,Positive
nasty cold and dirty got my monry back smd left,1,Negative
The employees are very nasty and disrespectful.,1,Negative
Always quick threw the drive threw,5,Positive
One of the best Burger King's in the city,5,Positive
Service slow. Sometimes you wait for 5 minutes.,3,Negative
23 minute wait at the drivethru after ordering.,1,Negative
Thanks God it's has a drive thru,5,Positive
This  burger King  is OK. It's  clean,4,Positive
It was fast and got exactly what I wanted,4,Positive
It is horrible workers don't know how to speak properly,1,Negative
Big improvement in taste of brewed coffee.,3,Positive
Manager should clean a little more. Really depressing,3,Negative
"Stop serving breakfast,🥞 too soon, at 11 …",3,Negative
All I have to say it's the homeless hang out and rest stop,1,Negative
If you go after10pm food no good,1,Negative
"Nasty, over priced and cold burger",1,Negative
People are very nice and friendly.,5,Positive
"Hey, its better than McD...",3,Positive
Lot of hot girls go check it out,5,Positive
"It's Burger King, what's there to say?",3,Neutral
It was convenient for me and my family,5,Positive
"Very clean, food great",5,Positive
Very bad.  No service at all,1,Negative
They are polite n quick,5,Positive
Ample sitting. fast service,4,Positive
Good value meals!,5,Positive
Customer service ***** five stars :),5,Positive
Waiting for half an hour just for two burgers,2,Negative
Needs more cleaning! More,3,Negative
EXCELLENT WHOPPER & ORIGINAL CHICKEN SANDWICH,5,Positive
Good reason le prices,3,Neutral
Could be more customer friendly,3,Negative
It was ok no complaints,4,Positive
Breakfast was awesome here!,5,Positive
They ran out of Whoppers lol,2,Negative
I enjoyed eating at Burger king,5,Positive
Fast service  and hot food!,5,Positive
loving it! A wide variety of options,5,Positive
Service Good.  Thank you.,4,Positive
Slow with poorly prepared food,1,Negative
Need security don't contribute to community,3,Negative
Good burgers n fries,5,Positive
Vegetarian sandwich is fairly good,4,Positive
Regular Burger King with drive thru,4,Positive
Chicken nugges are awsome....:-),5,Positive
Ok. Just ok.,2,Neutral
NICE GROUP OF INDIAN GIRLS,3,Positive
Great place to eat.,5,Positive
Not clean,5,Positive
though the toilet was pretty messy,3,Negative
Good food,5,Positive
Very slow most of the time,4,Positive
Only go cause kids like it,5,Positive
Ok dont go late night,4,Positive
Nearest shelter with a lot of hecklers.,2,Negative
I love burger King.,5,Positive
Location  is good and service,3,Positive
Yummie,5,Positive
Clean organized and friendly.,3,Positive
Great breakfast meal,5,Positive
"fast service,  clean",5,Positive
Used to app and save money,5,Positive
It was good,4,Positive
Customer service sucks.,1,Negative
Food is not fresh,1,Negative
Bad aditude service,3,Negative
Fast good service,5,Positive
Needs a little bit of work,3,Negative
Love All Burger Kings,5,Positive
Service very slow,3,Negative
Nice and warm food,5,Positive
Love the ice cream,5,Positive
It tastes good!,4,Positive
Still thumbs up!,5,Positive
Nice place to time pass,5,Positive
The food is awful,1,Negative
Not clean,1,Negative
Very good thanks,4,Positive
Very bad service,1,Negative
Great service,5,Positive
Good,5,Positive
Clean and orderly,5,Positive
Nice...,5,Positive
Food was cold,1,Negative
The service is horrible,1,Negative
I got what I needed More,4,Positive
Nice and clean.,5,Positive
Great store,5,Positive
Great breakfast,5,Positive
One register open,2,Negative
Is dirty as always,1,Negative
Prices are reasonable,3,Positive
Great shakes 😋😋😋😋 …,3,Positive
Quick service,4,Positive
Great service,5,Positive
Quick service,5,Positive
Ok,3,Neutral
Ok,4,Neutral
Good,3,Positive
Ok service,4,Neutral
Good,5,Positive
Staff is terrible,3,Negative
A little slow,3,Negative
Great Deals,4,Positive
Great  SERVICE,5,Positive
VegeBurger was Hard,3,Negative
Speedy,5,Positive
AWESOME,5,Positive
Ok,4,Neutral
It's a burger King,3,Neutral
Yummy wopper!,5,Positive
Good price,5,Positive
Excellent,5,Positive
love whoppers,5,Positive
Good,4,Positive
Food is good,4,Positive
Good,5,Positive
Good,5,Positive
Clean and friendly,3,Positive
fast service,4,Positive
Don't like,1,Negative
Nasty,1,Negative
Not that spacious,3,Negative
Fresh hot food,4,Positive
Breakfast,5,Positive
It is what it is.,4,Neutral
Sucked,1,Negative
Got it my way,3,Positive
whopper,5,Positive
Okay,4,Neutral
good place,5,Positive
Alright,4,Neutral
Ghetto,1,Negative
Clean,5,Positive
Fast service,5,Positive
GREAT food,5,Positive
recommends this,5,Positive
No comment,3,Neutral
Dirty place,1,Negative
Super Place,5,Positive
Convenient,3,Positive
Just remodeled clean everything new except the worker's. This place needs to hire people who want to work there. It's hard to find young people that take pride in their work! ⚓️ More,3,Negative
Too slow Employees have attitude,2,Negative
"This would be my daughter's dinner, I paid for something fresh, they gave me a cold and old meal",1,Negative
"I am a lover of the whoper is the only reason why I frequent this place for me they are the best hamburgers
Only that the self-service service is not very good",4,Neutral
"There were not many people, fast, you can eat inside the restaurant … More",4,Positive
very ugly cold and hard food,1,Negative
The truth is a very dirty place the bathrooms are very stinky,1,Negative
"All very tasty, the best grilled burgers",5,Positive
We go very neat and good attention. .,5,Positive
They are good and I like the prices,4,Positive
Fast and good service,5,Positive
Well,5,Positive
Good service,4,Positive
Okay,3,Neutral
disgrace,1,Negative
good service,5,Positive
delicious foods,5,Positive
Burger King,3,Neutral
"This store is absolutely disgusting. It always filthy no matter the time of day. I reluctantly ordered online because my son loves Popeyes and we needed a quick meal. When I arrived to pick up the order the cashier told me someone had taken my order already. That’s it, I had to leave or order again and dispute the charge with Popeyes corporate.",1,Negative
"After traveling far and wide and spending tons of money on fried chicken. I can safely recommend that Popeyes has the best fried chicken and chicken sandwich.
The sandwich is delicious juicy and full of texture. It’s hands down the best fried chicken",5,Positive
"I wish I could honestly give this place 0 stars. This place has the worst service ever, I was looking at the menu looking to see what to order and the cashier was so impatient and had the worst attitude. While I was waiting in line for my order, one of the other customers came up to the cashier and had said that she ordered fries. The same cashier showing me attitude was giving attitude to the other customer saying how she never heard her ask for fries. When I got my order I asked for two sprites, the same cashier who did my order gave me one sprite and another coca cola, I just let it go but when me and my cousin to a sip from our drinks it tasted like it contained lemonade (as if someone put lemonade in the cups first and then just poured it out). Not only that but I FOUND A HAIR IN MY CHICKEN. They didn't even include the biscuit in my combo. The place is absolutely disgusting, the floors were sticking, and there was multiple filled garbage bags in the corner of the restaurant. Also when I asked for sauce in Burger King (which is connected to Popeyes) I had to pay 25 cents! 25 cents!!!! Over just buffalo sauce!!!! I could get that any where else for free!!!! Worst. Fast. Food. Restaurant. I've. Ever. Been. To!!!! Never coming back here again, and i hope you won't either.",1,Negative
The cashier has a really bad attitude. When I asked her name she said ( Joury) I don’t if it’s right or wrong.,1,Negative
It was burger king on 5th ave and 86 street.  I was served a cold whopper not even warm.  The american cheese was still cold and not even melted.  I was very dissappointed.  I will never recommend this burger king to anyone.  😐 …,1,Negative
Shebekie is a great manager and ruma is very nice love 🩷🩵🩵,5,Positive
All my family members got sick and vomited after we ate from this place. I took my son except for emergency. My wife and I vomited at home. It's unbelievable.,1,Negative
"Saturday December 3rd, they missed chicken sandwich in my order and the chicken we got was raw.",1,Negative
The worst place ever have been.  I order spicy chicken sandwich which is very salty and waste of money .  Butterfly Shrimp is rated less.  Pls don’t waste your money in this location.  It’s in negative point not even zero. WASTE OF MONEY,1,Negative
"I ordered on the app, order #2...im a very patient person but when I saw they were already helping order #21 I had to say something on top of which I saw half my order just sitting there. Also thanks for using gloves but also touching absolutely everything else with the same gloves, picking up their pants, things they were throwing out...not cool I am grateful I only ordered things they didn't need to actually touch not even the liner paper for the box. Sucks NC I love the food! Maybe I'll try again on a different day and time.",2,Negative
Food’s delicious but the quantity is definitely lacking as compared to other Popeyes locations. Their mash is hardly even half full.,2,Negative
"Hands down one of the lousiest location known to mankind. This location shares a spot with BK (I believe). I came here to get some dinner and the experience was enough to make me never want to come back here again. The lines were incredibly long and even though indoor dining was allowed when I went, they had no where to sit or even wait for my order.

At this location something is always down or not working. When I went, their credit card machine was down and they ran out of fries. After waiting on line for 40 minutes and waiting for another 30 minutes for food, it made me question their definition of ""fast food"". The cashiers were incredibly rude and aggressive. I asked for sauce for my shrimp and tenders and was told it was 25 cents  even though I didn't get any. The customer before me got extra sauces for free and kindly offered me one since I didn't want to break a $20 bill for one sauce. I passed on their offer but, it was nice of them. It's just annoying that they are stuck on some of their policies for some people but, not everyone.",1,Negative
"It seems like Popeye's quality has gone down here, since the chicken tenders essentially were deep battered gristle.",1,Negative
"M, 29

Received the wrong order. Was told to return to store next day since store was closing. Returned to the store and was told since I ordered via app (even though it was pickup through their own application) that I have to request a refund and my order can't be replaced. I didn't have enough money to place a new order so I have to wait until my order is refunded fully now (that policy blows my mind) . Overall poor service. Not only did I not get my items, but they weren't even replaced.",1,Negative
"If I could give 0 stars I would. I never write reviews, but the customer service and professionalism from both the website specialist and this location's employees is truly lacking. I ordered from the Popeye's website, I get an email saying that the order was cancelled, but another one after saying that it got processed. So, me thinking that it was an error, I call THIS LOCATION (since it's the one that was assigned to my order) and I give them my name and order number, they tell me that the order was processed and it was being done. 30 minutes pass, I call again and give them the information AGAIN and they tell me that they were waiting for a driver to pick up the order. Another 40 minutes pass, I CALL AGAIN. They tell me my order was cancelled........... After 1 HOUR AND 40 MINUTES and $50 taken from me. There needs to be a way where both employees and the website can communicate appropriately so there aren't employees lying to customers saying that their order is ""on its way"" when in reality it wasn't. 3 different employees, 2 lied and said the order was on its way, the last one said it was cancelled and proceeded to HANG UP THE PHONE instead of working the situation out. Truly a waste of my time, I wouldn't recommend ever ordering from the website if assigned to this location EVER.",1,Negative
"Terrible, the damnn woman ignored me and went about taking care of everyone else, totally ignored me!!",1,Negative
place is not staffed adequately as there is only ever one person making or taking orders. it’s completely ridiculous you could consider this to be fast food,1,Negative
"1 star is generous. It's a miracle this place is still open. The service is terrible, the restaurant is consistently dirty, and it takes 20 minutes to get a chicken sandwich. They actually tell you this when you order, perhaps to dissuade you. C'mon do better.",1,Negative
For a sandwich i waited 22 minutes popeyes supposed to be fast food if you don’t have ready things for sandvic just say it will be late 22 minutes makes 13$ woth my hourly salary I spent 13$ for sandvic so total bs better manager needed,1,Negative
"Here’s my list of issues
1. I ordered my meal online and they didn’t even know about it
2. I had to wait for my meal way  passed the time I scheduled to pick it up. I asked for it at a certain time because I needed it at that time.
3. The person at the counter couldn’t communicate with me well enough to tell me what was going on instead just tells me to wait

Rude and inefficient staff. They took the efficiency and ease out of ordering ahead. What’s the point of ordering ahead if I have to wait 25 minutes to get me food after the pick up time? This isnt the only time this has happened so be mindful of the issues before you order there

Update: The chicken is really good though",1,Negative
"Every time I order online or walk in store to this location, it’s a problem. They consistently get my order wrong. They’re not friendly. Even when you do mobile order, no one is calling out numbers or names. The pieces are usually overcooked and the biscuits are old. For all the special offers and free delivery, it isn’t worth it! Not if you’re looking for a good chicken dinner. I’ve never had any issues at Popeyes restaurants before, but this location is the worst. If anything, try a neighboring location. It’s not clean in there either, and I don’t know if that’s a Burger King issue or not. Either way, there are plenty nearby restaurants, including a KFC not too far away, if you want to get your money’s worth. Never again!",1,Negative
The most terrible place. I'm waiting every time!!!,1,Negative
"This is the most disgusting location ever I see!! Very careless and rude employees . I order 4 pieces & the employees who work there gave me only 3 pieces. Another day I order 4 spicy chicken & the employees gave me not spicy & very dried , when I talk to them , they said this is what available!! We don’t have spicy!!
They always do bad things to stop people coming to this store.. the employees are very disrespectful",1,Negative
"Best chicken burger ever. My first time in Popeyes. Always thought they only have fry chicken until I accidentally walked in. I actually wanted to go burger king and realized popeyes was next to it and they were connected to each other. Then I decided to take a look and gave it a try.
Burger is bigger, and quality is much better than other fast food chain store. Chicken is crispy and bread is not soggy like in the other store. Many options of sides I get to choose from. Counter service is friendly. The place is clean. And lights are dimmer, I like the environment.
Overall it was a great experience. Will definitely  go again next week.",5,Positive
"This the location on 5th Ave in Bay Ridge Brooklyn, btw 86/85th streets. The time was around 8:10pm and there was a 10 minute wait for a cinnamon pie, which I declined to wait for. The chicken sandwich was ready, but there were no napkins in the bag or anywhere near the tables or condiment sections. I was not asked if I wanted any sauce for the sandwich, hence my rating. Needs improvement.",3,Negative
The chicken was very good but the bread was soggy. I like soggy bread as much as I like soggy socks.,3,Negative
"I went to this Popeyes tonight after placing an online order for a regular chicken sandwich. After talking to the server and informing her that I’m waiting for mobile order 02, she walked away and ignored me for about 10 minutes. I spoke to her again and all of a sudden she tells me that they don’t accept mobile orders, and said that she will bring the managed out to talk to me. After waiting another 10 minutes the manager comes out and tells me to contact my bank and ask them to cancel the transaction because they don’t accept mobile orders. And after waiting 20 in the store the manager rudely informs me that if I want to order a chicken sandwich I will have to stand in like and re do the whole process. I left the store and contacted my bank only for the bank to tell me that they only way to cancel the transaction at this point is for the store to do it. Or I would have to wait for the transaction to post to my credit card then I would dispute it then the bank will launch an investigation. I will never be eating here again, and if I can give the store zero stars I will. Worst management system ever and the workers are extremely disrespectful to customers.

Update !! It’s been 3 weeks and my bank is unable refund me the money, and now I have to go through a whole dispute process because of their trashy customer service.",1,Negative
"I ordered a spicy tenders meal and waited over 20 minutes for it. They said it would take full cooking time and I said that was fine(at least I knew I'd get fresh food that way.) I see tenders come up and go out and the manager comes out and tells me its going to be the full cooking time again and walks away,no apology or anything. After seeing people who ordered before me and after me getting their food but I'm the only one told I have to wait again, is ridiculous among other words I'd like to use but won't.",1,Negative
"Put a Mobile order at 7:20pm. Gave a little time before I headed out. Arrived asked if order 85 was being worked on, got confirmation. They started working on my order at 8:00pm. Ended up getting my order at 8:15. Waited almost a full hour for 1 order!",1,Negative
"Ordered all dark meats, and he gave me these",1,Negative
"I was trying to place an order for this place, and the cashier was ignoring me and pretending I was not there. I wasted 15 mins out of my 30 mins break and didn't even eat from here. Never going to this popeyes again!",1,Negative
"The Pakistani workers are really respectful and they serve you warmly but some African American work there talking badly especially the young ones
I wish that management of the store reconsider hiring some of the people they currently work for. Thank you",1,Negative
The place is decent they share space with the Burger King next door. The staff is okay. There food is not fresh but edible and the chicken tend to be dry. I prefer the only on 7th ave and 61st . The tables are not really clean. The soda machines run out of soda quick and options become limited.Sometimes the lines are really long and the wait turns to 15 min wait for a fast food place. They are stingy w/ asking for extra sauce and will charge you extra for it.,3,Negative
"This Popeyes is absolutely disgraceful, I would give it no starts but that is not an option. The staff is incompetent, especially the manager. The food is either overcooked and hard, or undercooked and soggy. A simple order could not get completed properly. The phone number is off the hook, and the customer service is terrible. When they mess up your order, they have an attitude as if it was your fault. Don't waste your time cause service is slow, don't waste your money, atleast not at this location.",1,Negative
"Absolutely horrible. This was my first time in Popeyes to buy a family meal. The man was not helpful at all, could not answer a single question, and started SCREAMING at me! Also, I was just asking what kind of chicken came with the meal.
The chicken looked great, but I have no idea how it is. Screaming ""OK thank you bye,"" is not an appropriate answer to ""what kind of chicken comes with the meal?""

Just go somewhere else.",1,Negative
"Definitely reliable chicken combos available here. There's not much to complain about except for the occasional customers who frequent the restaurant. Outside of that, they do offer a good product.  Their counterpart that they co-locate with (Burger King) has serious issues on all fronts. Ample seating at most hours. If tables are full during peak hours, the second floor is a good option, as there is more seating and another bathroom.",5,Positive
"Costumers need to chill... while I was there, a customer gave all the employees attitude. It's a long wait but the costumers are the ones that made me the most uncomfortable. The chicken sandwich was worth it. I wish the employees the best of luck!",3,Positive
"The food is okay, and normally I have a high tolerance for bad service, but this place can get really bad. They never NEVER answer the phone. I don't even know why they bother listing a phone number. The food can be slow, and you should check your bag before you leave.",3,Negative
This Popeye location is unsanitary. The worker who prepared my food has poor hygiene. He touched cash money then prepared my food without any gloves or washing his hands. I would like to see the workers take more precautions since covid is still present.,1,Negative
"This Popeyes is terrible; the employees are rude and even if you place a mobile order you still have to wait in line and place the order again. Completely defeating the purpose of mobile ordering. Avoid this one completely, you’ll save more time driving or even walking to the other Popeyes in Bay Parkway.",1,Negative
"been here in Bay Ridge for a long time with positive greeting and nice staffs providing orders in time and with warm chicken and other type of foods, they have deals they are great for groups. Sometimes they need to clean the table because some customers don't know how to clean themselves up",4,Positive
Food is good...bad service....25 min waiting x my order.......and they gave me my order incomplete........make sure to check your food's  contents before you leave............should have responsible employees.....they need to do their job and,2,Negative
This location is horrid. Can’t get an order correct to save their lives. Most chicken sandwiches are inedible due to woody breast. The workers here simply don’t care.,1,Negative
Over cook. Dead meats. Hard to bite. All the problems from the pics.,1,Negative
"I placed an order for a mobile pick up and waited 30 minutes for my dinner. Once my number was called they told me that they don't accept mobile orders any longer but it the option was available on the website.

Not only did I get charged, I wasted my time waiting for it that I will never get back. Instead of popeyes refunding my money they told me I have to call my credit card company and cancel the order. Why do I have to use more of my time to get my money back for something that I never received as well as waste my time? Instead, why doesn't the store manager contact popeyes corporate to remove the service?",1,Negative
"I had that new chicken sandwich and it was very enjoyable.  But if you dont like mayo, you must ask for the plain one. The spicy is a mayo based sauce. Soo for me mayo stopped any chance of me eating the spicy chicken. But the plain was actually just fine with no sauce or any sort of condiment..",4,Positive
"Where to start?!? When fast-food isn't? I know this place though not well. Came in today and they'd moved their amazing Coke-cola freestyle soda fountain behind the counter - clearly customers were abusing it. Took a wee while to get my order and the woman in front of me was complaining about how long the wait was. Then she went up and proceeded to take forever and complained that her kids don't eat legs so no legs only big pieces (welcome to New York City folks!). I placed my order for 2 spicy pieces and two biscuits and lemonade. Which lemonade I was asked? The one that's boldly advertised on the machine right in front of you, to stay please. I got my order but had to remind her it was spicy and even though I said to stay they bagged it. Then I was told that I the lemonade I wanted was more money and I said I told her I wanted this one and I tapped on the glass of the fountain machine. Ok I get my food, no issue. We not done though. A woman in the store w 3 kids and I guess her husband who bailed early, not really supervising her kids on completely barefooted one hoping over the back of the seat to get out and the cutest little one just meandering around the store. Little cute one sits on the seat and this pisses and it just streams all over and onto the floor. Mom exclaim something in Arabic and cleans up quick like and tells someone that there's a mess. Guy comes to clean and doesn't a whack job until I tell him what really happened. Overall, the big challenge here is the people, prob mostly the customers and they haven't figured out how to manage that. It gets a 2 because that chicken and biscuit and the lemonade was pretty slamming!",2,Negative
"After 17 days at home cooking, I was dreaming about some fríes from Popeyes so I ordered a combo meal, and guess what! Everything came except the fries. I was really mad because no one answered the phone in the store and Door Dash didn’t know what happened.",1,Negative
I waited 25 minutes for a chicken sandwich and 5 boneless chicken wings. I was order number 33 and was served after number 49!!! The manager wasnt even apologetic. Could have thrown in a few extra chicken wings for my trouble!,1,Negative
"Food was as expected, actually very hot so very fresh. Only thing bringing it down is I asked for just one small cup of water and was told they dont have any when the drink machine has a water button. Trying to get a sale vs a simple drink seems pretty pretty....",3,Neutral
"The night crew is VERY DISRESPECTFUL.  The 2 clowns that are at the front counter are VERY unprofessional . First of all when you are working you are not supposed to speak other languages unless you are speaking with a costumer.  I believe they were speaking Arabic.  Then top top things of they mocked me when I said ""no pickle"".
I will NEVER spend my money at this popeye.
Those 2 clowns need to get FIRED.",1,Negative
"Today I ordered some food from popeyes for my 10years old son.the chicken tender wasn’t cooked properly, coleslaw had some kind of foul smell.
The fries and the biscuits was good.",1,Negative
"Presentation & preparation of the food is nice but, they sold me spoiled & burned Cajun rice. It smelled awful as well. Please check your food before leaving the store. In my case I had no choice because I’ve ordered take out from uber eats.",1,Negative
"Terrible experience, just like all the other one-star reviews. I should’ve read these before ordering. Overcooked and recooked chicken tenders, missing an item from my delivery and the chicken made me sick.",1,Negative
This is my neighborhood Popeye's we've eaten there so many time but  last Sat 7/3/20 after ordering my food and there were no signs they said I couldn't use my debt Card to pay. I wonder why🤔🤔🤔🤔🤔🤔🤔 They lost a customer and I went to Mc Donald's. Where is the sign??? Where was the manger???? …,1,Negative
Purchased a $5 deal boneless wings box and was very delighted to receive ten chicken morsels with the side of fries and biscuit.  This was not what I'd expected.  Further they were chunks of chicken. A deal well worth the $5.,4,Positive
"Can't go wrong with some Popeyes. I bought my kids the kids meal. They loved it, but it doesn't come with a biscuit. Next time I'll buy a couple on the side!",5,Positive
Ordered a large coleslaw and it turned out it was spoiled.   Asked for a refund and the people there were not too helpful.  They even asked me to wait for 10 mins in order to give me a refund without an apology.,1,Negative
I ordered a chicken sandwich on the Popeyes App only for the restaurant to tell me that they don't accept mobile orders. They then refused to refund me and asked me to call my bank to dispute the charge if I want a refund. Very shady business practices (especially since they choose to allow mobile ordering) and poor costumer service. I would avoid.,1,Negative
They have specials and don't suggest them to there customers. Show appreciation for the customers. Paid more more less. Other establishments would suggest the deal in order to make customer happier and save them money..,2,Negative
WORST STAFF EVER! I would give a Negative rating if I can. Staff was rude and the store isn’t clean at all. Staff was giving attitude to customer. Honestly go home if you don’t want to work. AVOID this place !!!!!!!!!!,1,Negative
"The chicken was not fresh it seems it was on shelves for long time I could tell coz i used to work in a fried chicken place, and the worst the drinks machine was broken all the drinks was tasteless and more watery than anything. The worst Popeyes I have ever been.",1,Negative
The cashier got the order of the person 4 people infront of me and it ground their entire operation to a halt during the dinner time rush.   This place is poorly run and the workers make up the rules on how they service their customers wildly.,1,Negative
"Today 8/3/2020  at 7:30 I went to pick up an order and i saw and employee coming to the front to talk another guy I guess his manager, he had gloves on and I saw him touching his nose and fixing his hat, then he went back to do the orders and didn’t even change his gloves,",1,Negative
"The food is consistent, and the new chicken sandwich is great (until it sold out). But the staff are always overwhelmed and a touch confused. Be patient.",3,Neutral
Fried chicken. Very healthy for you. Eat as much was possible 😋. Very clean run and employees are nice. Fried apple pies are also very healthy. Chickens are apparently turkey-sized now too. …,3,Positive
"The food is stale, and you can’t even choose the parts of the chicken you want. And what’s even worse, the supervisors deliver poor customer service.",1,Negative
"They refused to serve me because I didnt have my vaccination card, not to dine in but refuse to serve me at all. Just horrible",1,Negative
Wrong order and also the takeout bag…,1,Negative
"Ordered 3 chicken sandwich for the family, but only received two, tried to call them, online support is unavailable, and no one picks up the phone, One of the sandwich was made with two pieces of the bottom bread, nasty service.",1,Negative
"Cold, over cooked, shrimps were tiny all batter and still had the tail on. Do not buy the shrimps. Overload on cold fries as well.",1,Negative
We had to wait for our order and people who came after us got their food before us.  When it was suggested that the staff should tell us we have to wait longer than 20 min for our food we were ignored and the young woman cut her eyes at us.  Have no plans to return to this establishment again,2,Negative
This is the other half of Burger King. Popeye's offers some great deals on chicken. You can get a whole box for about $10. The edge they have over KFC is that you get honey and hot sauce here. This location is a little stingy and you have to ask for all the packets.,3,Neutral
"New staff and management are slow, disrespectful and will mess up your order after you finally get it! Avoid!!!",1,Negative
Popeyes I was very nice people take care of your order do they have social distancing I'm going to 86th Street in Brooklyn chicken Enterprise I got there a very tasty well season very clean I recommend I give them 5 stars,5,Positive
Always go at the time fresh chicken is being cooked. Never go when they just opened you will get leftover refried chicken. Best time 2p.m,5,Positive
Crispy chicken tender and good customer service,4,Positive
The chicken tastes fine. The lines are usually too long. Usually understaffed. Management and owner are indifferent. Saw a roach on the wall once.,3,Negative
Excellent service. The indian guy at the counter even recommended us stuff with was delicious and also saved us some money by suggesting meals.,5,Positive
Good fresh chicken all the time,4,Positive
"I like to eat popeyes but when I ordered rice and bean with bacon I was asked 3 times if I was a Moslem, which I felt very unhappy about.  The place is 100% Pakistanis, what happened to equal opportunity?",2,Negative
Bathroom was out of service with no changing table. Employee in charge of cleaning tables was impolite refusing to give us a cup for serving some water for our kids. Hopefully I'm not coming back to that place.,2,Negative
Zero star,1,Negative
What boggles my mind is how this location is in a busy shopping area and Popeyes has only 2 ppl working there.  It is 130pm so it's not a  lunch rush . Crazy,1,Negative
I love their classic chicken sandwich. The seating area is always clean. Friendly staff.,5,Positive
The worst customer service in New York plus they put small prices on purpose just because they’re not in a good mood,1,Negative
"You want to enjoy it, but you cannot, as twice I've gone there and the food isn't fresh.",1,Negative
Nice staff fresh food. Quick bit and good to go.,5,Positive
"No spicy chicken, they will give you hot sauce instead quite different with other store, would never go again............",1,Negative
I recommend to try the food here 10/10,5,Positive
Food is great and I eat it almost all the time here. Food even better right when its made.,5,Positive
"Great customer service. Although they somehow forgot my order, the moment the other cashier realized that she made it her priority.",5,Positive
Long waiting time. I don’t know why you have the online order when it’s not gonna be ready by the promised time.,1,Negative
Bad management. 30mins just for a sandwich. Delivery drivers should not come here.,1,Negative
The cashier made things totally confusing and a longer wait. They also got my order totally wrong and I didn't find out until I got home,1,Negative
I had their burger chicken today but it was done for a long time and was then not crispy. It was terrible and not fresh. I was expecting a lot and was disappointed. Will not go back again.,1,Negative
The fried chicken comes with feathers! Disgusting!,1,Negative
Fresh fried chicken everytime! 12 minute wait for fresh batch of chicken.. but Definitely worth the wait!,5,Positive
They were very nice and great service and quick,5,Positive
Popeyes Louisiana is my favorite chicken place I 💘 love the red beans an rice you can't go wrong with the 🍟 fries …,5,Positive
It's a nice food and good ppl but I always have to wait for the order 15 minutes,4,Positive
You can't go wrong. Two piece and a biscuit with fries. Or the chicken sandwich.,4,Positive
"Horrible service, very slow staff, they all seem slow in the head.",1,Negative
Saying there busy when there is no one there been waiting 2 hours for my food,1,Negative
I came here to order a five dollar box service was excellent and very fast and productive managers and employees corresponded well and work beautifully together,5,Positive
